x1,x2,x3,dt,conv_time,converged,t_final,first_simplex_after_wrap,ever_enters_simplex,ever_enters_inner,wrapped_entry_to_inner_same_visit,wraps_before_first_simplex,wraps_before_first_contracting,wraps_simplex_to_contracting,first_simplex_idx,first_contracting_idx
-2.991592653589793,-2.991592653589793,0.8158889055244893,0.01,6.5,True,55.543446190895715,True,True,True,True,6,6,0,2546,2546
-2.991592653589793,-2.991592653589793,0.8158889055244893,0.01,10.0,True,59.0099559855534,True,True,True,True,6,6,0,2546,2546
-2.991592653589793,-2.991592653589793,0.8158889055244893,0.01,15.0,True,63.97646698782962,True,True,True,True,6,6,0,2546,2546
-1.359814842540815,-1.359814842540815,0.27196296850816326,0.05,6.5,True,33.62353618794076,False,True,True,False,0,0,-1,33,33
-1.359814842540815,-1.359814842540815,0.27196296850816326,0.05,10.0,True,36.9545072364635,False,True,True,False,0,0,-1,33,33
-1.359814842540815,-1.359814842540815,0.27196296850816326,0.05,15.0,True,41.77101754251008,False,True,True,False,0,0,-1,33,33
-1.359814842540815,-1.359814842540815,0.27196296850816326,0.02,6.5,True,33.66418702265879,False,True,True,False,0,0,-1,76,76
-1.359814842540815,-1.359814842540815,0.27196296850816326,0.02,10.0,True,37.08070030244209,False,True,True,False,0,0,-1,76,76
-1.359814842540815,-1.359814842540815,0.27196296850816326,0.02,15.0,True,42.02577310581455,False,True,True,False,0,0,-1,76,76
-1.359814842540815,-1.359814842540815,0.27196296850816326,0.01,6.5,True,33.67849825135705,False,True,True,False,0,0,-1,143,143
-1.359814842540815,-1.359814842540815,0.27196296850816326,0.01,10.0,True,37.135019691261284,False,True,True,False,0,0,-1,143,143
-1.359814842540815,-1.359814842540815,0.27196296850816326,0.01,15.0,True,42.09837754799439,False,True,True,False,0,0,-1,143,143
-1.359814842540815,-0.8158889055244889,0.27196296850816326,0.05,6.5,False,120.02165887837972,True,True,True,True,3,3,0,313,313
-1.359814842540815,-0.8158889055244889,0.27196296850816326,0.05,10.0,False,120.02165887837972,True,True,True,True,3,3,0,313,313
-1.359814842540815,-0.8158889055244889,0.27196296850816326,0.05,15.0,False,120.02165887837972,True,True,True,True,3,3,0,313,313
-1.359814842540815,-0.8158889055244889,0.27196296850816326,0.02,6.5,False,120.00776761254319,True,True,True,True,3,3,0,534,534
-1.359814842540815,-0.8158889055244889,0.27196296850816326,0.02,10.0,False,120.00776761254319,True,True,True,True,3,3,0,534,534
-1.359814842540815,-0.8158889055244889,0.27196296850816326,0.02,15.0,False,120.00776761254319,True,True,True,True,3,3,0,534,534
-1.359814842540815,-0.8158889055244889,0.27196296850816326,0.01,6.5,False,120.00897246777032,True,True,True,True,3,3,0,917,917
-1.359814842540815,-0.8158889055244889,0.27196296850816326,0.01,10.0,False,120.00897246777032,True,True,True,True,3,3,0,917,917
-1.359814842540815,-0.8158889055244889,0.27196296850816326,0.01,15.0,False,120.00897246777032,True,True,True,True,3,3,0,917,917
